"PoliticsData.data.web_url"
"https://www.nytimes.com/2018/04/09/nyregion/congestion-pricing-manhattan-albany-fail.html"
"https://www.nytimes.com/2018/03/13/books/review/mario-vargas-llosa-sabers-utopias-neighborhood.html"
"https://www.nytimes.com/2018/02/03/opinion/sunday/iran-hijab-women-scarves.html"
"https://www.nytimes.com/2017/12/27/opinion/kennedy-center-honors.html"
"https://www.nytimes.com/reuters/2018/05/03/sports/soccer/03reuters-soccer-fifa-vote.html"
"https://www.nytimes.com/2018/01/29/opinion/trump-mexico-policy-threats.html"
"https://www.nytimes.com/2018/01/23/opinion/conservative-identity-politics.html"
"https://www.nytimes.com/2018/02/12/opinion/trump-human-rights.html"
"https://www.nytimes.com/2018/05/02/arts/television/dear-white-people-creator-doubles-down-on-identity-politics.html"
"https://www.nytimes.com/2018/03/29/opinion/cynthia-nixon.html"
