"SportsData.data.web_url"
"https://www.nytimes.com/2018/02/15/learning/should-technology-in-sports-be-limited.html"
"https://www.nytimes.com/2018/02/22/sports/olympics/russia-flag-doping.html"
"https://www.nytimes.com/2018/02/23/sports/olympics/united-states-womens-hockey.html"
"https://www.nytimes.com/2018/02/20/sports/olympics/olympics-figure-skating-mirai-nagasu.html"
"https://www.nytimes.com/2018/02/18/sports/olympics/figure-skating-nbc-scott-hamilton-.html"
"https://www.nytimes.com/2018/02/12/sports/olympics/claudia-pechstein-doping-germany-olympics.html"
"https://www.nytimes.com/2017/11/14/magazine/spurned-by-espn-barstool-sports-is-staying-on-offense.html"
"https://www.nytimes.com/2018/02/09/sports/scott-blackmun-usoc.html"
"https://www.nytimes.com/2017/12/25/opinion/sports-betting-legalization.html"
"https://www.nytimes.com/2018/01/09/style/flywheel-cycling-spinning-at-home.html"
