"BusinessData.data.web_url"
"https://www.nytimes.com/2018/04/02/opinion/big-business-washington.html"
"https://www.nytimes.com/reuters/2018/04/30/business/30reuters-usa-china-regulation-exclusive.html"
"https://www.nytimes.com/reuters/2018/04/30/business/30reuters-canada-stocks-tmx-grp.html"
"https://www.nytimes.com/reuters/2018/04/30/business/30reuters-telecomitalia-elliott.html"
"https://www.nytimes.com/reuters/2018/04/28/business/28reuters-usa-germany-merkel.html"
"https://www.nytimes.com/aponline/2018/05/10/us/politics/ap-us-trump-cohen.html"
"https://www.nytimes.com/aponline/2018/05/08/us/ap-us-amazon-seattle-tax.html"
"https://www.nytimes.com/aponline/2018/05/08/us/ap-us-valeant-name-change.html"
"https://www.nytimes.com/2018/05/11/business/profits-are-soaring-the-stock-market-has-barely-noticed.html"
"https://www.nytimes.com/aponline/2018/05/04/us/politics/ap-us-economy-jobs-report-industries-glance.html"
